"level,""en"",""ja"",""ex"",""sEn"",""sJa"""
"600,""Expand"",""拡大する"",""事業や規模を大きくすること。"",""We plan to expand our business to Asia."",""アジアへ事業を拡大する計画です。"""
"600,""Extend"",""延長する"",""期間や期限を延ばすこと。"",""Can we extend the deadline?"",""締め切りを延長できますか？"""
"600,""Fulfill"",""満たす、果たす"",""要求や条件、約束を守り実行すること。"",""We must fulfill our customer's needs."",""顧客のニーズを満たさなければなりません。"""
"600,""Hesitate"",""ためらう"",""遠慮したり躊躇したりすること。"",""Don't hesitate to ask questions."",""遠慮せずに質問してください。"""
"600,""Launch"",""開始する、発売する"",""新製品を市場に出すこと。"",""They launched a new smartphone."",""彼らは新しいスマートフォンを発売しました。"""
"600,""Modify"",""部分的に修正する"",""より良くするために少し変えること。"",""We need to modify the design."",""デザインを修正する必要があります。"""
"600,""Operate"",""操作する、運営する"",""機械を動かしたり会社を経営すること。"",""Do you know how to operate this machine?"",""この機械の操作方法を知っていますか？"""
"600,""Postpone"",""延期する"",""予定を後日にずらすこと。"",""The meeting was postponed until tomorrow."",""会議は明日に延期されました。"""
"600,""Qualify"",""資格を得る"",""条件を満たして権利を持つこと。"",""He qualifies for the discount."",""彼は割引の資格があります。"""
"600,""Renew"",""更新する"",""契約や免許の期間を新しくすること。"",""I have to renew my passport."",""パスポートを更新しなければなりません。"""
"600,""Replace"",""交換する"",""古いものを新しいものと取り替えること。"",""We replaced the old computers."",""私たちは古いパソコンを交換しました。"""
"600,""Suspend"",""一時停止する"",""一時的に中止したり保留したりすること。"",""Train service was suspended due to the storm."",""嵐のため列車の運行が一時停止されました。"""
"600,""Withdraw"",""引き出す、撤回する"",""口座からお金を下ろすこと。"",""I need to withdraw some cash."",""現金をいくらか引き出す必要があります。"""
"600,""Asset"",""資産、財産"",""企業や個人の持つ価値あるもの。"",""Human resources are our greatest asset."",""人材は私たちの最大の資産です。"""
"600,""Candidate"",""候補者"",""採用面接や選挙に立候補している人。"",""We interviewed three candidates."",""私たちは3人の候補者と面接しました。"""
"600,""Capacity"",""容量、能力"",""受け入れることのできる最大量。"",""The room has a seating capacity of 100."",""その部屋の座席定員は100名です。"""
"600,""Circumstance"",""状況、事情"",""周囲の状況や環境のこと。"",""Under the circumstances, we cannot accept it."",""このような状況下では、受け入れられません。"""
"600,""Defect"",""欠陥、不良"",""製品の傷や不具合のこと。"",""We found a minor defect in the product."",""製品に小さな欠陥を見つけました。"""
"600,""Enterprise"",""企業、事業"",""会社や冒険的な大きな事業。"",""It is a successful enterprise."",""それは成功している企業です。"""
"600,""Expertise"",""専門知識"",""特定の分野における高いスキルや知識。"",""We need his technical expertise."",""私たちは彼の技術的な専門知識を必要としています。"""
"600,""Facility"",""施設、設備"",""特定の目的のために作られた建物など。"",""They have a research facility in Tokyo."",""彼らは東京に研究施設を持っています。"""
"600,""Inventory"",""在庫"",""倉庫などにある商品のリストや数。"",""We are currently checking our inventory."",""現在、在庫を確認しています。"""
"600,""Objective"",""目的、客観的な"",""達成すべき目標や、偏りのないこと。"",""Our main objective is to increase sales."",""私たちの主な目的は売上を伸ばすことです。"""
"600,""Output"",""生産量、出力"",""生み出されたものやデータのこと。"",""Factory output has increased this year."",""工場の生産量は今年増加しました。"""
"600,""Priority"",""優先順位、優先事項"",""他に先んじて扱うべきこと。"",""Safety is our top priority."",""安全が私たちの最優先事項です。"""
"600,""Privilege"",""特権、名誉"",""特定の人だけが持つ権利。"",""It is a privilege to work with you."",""あなたと一緒に働けるのは名誉なことです。"""
"600,""Prospect"",""見込み、可能性"",""将来起こりそうなことや見通し。"",""There is a good prospect of success."",""成功の見込みは十分にあります。"""
"600,""Reputation"",""評判"",""人や会社に対する世間の評価。"",""The company has a good reputation."",""その会社は良い評判を持っています。"""
"600,""Revenue"",""収益、収入"",""企業の売上などによる収入。"",""Our revenue has doubled this year."",""当社の収益は今年倍増しました。"""
"600,""Substitute"",""代わり、代用する"",""別のものや人で間に合わせること。"",""You can substitute margarine for butter."",""バターの代わりにマーガリンを使えます。"""
"600,""Trend"",""傾向、流行"",""物事の方向性やはやり。"",""We must follow the latest market trends."",""最新の市場の傾向に従う必要があります。"""
"600,""Vendor"",""業者、売り手"",""商品を売る人や企業のこと。"",""We buy parts from a local vendor."",""私たちは地元の業者から部品を買っています。"""
"600,""Warranty"",""保証、保証書"",""製品の修理や交換の期間を定めたもの。"",""The TV comes with a one-year warranty."",""そのテレビには1年間の保証がついています。"""
